rho_A,sigma,alpha,beta,pool_dim,seed,R2_ridge,R2_mlp,R2_gap,Rhat_ridge,Rhat_mlp,Rhat_gap,drop_S_ridge,drop_E_ridge,drop_S_mlp,drop_E_mlp
0.7,0.1,0.0,0.0,1024,2,0.9588741660118103,0.46883389353752136,-0.49004027247428894,0.13919372803354063,0.023905821297694658,-0.11528790673584598,0.26887383063634235,1.662778079509735,0.023496727148691814,0.9593905309836069
0.7,0.1,0.0,0.3,64,0,0.37487226724624634,0.2757372260093689,-0.09913504123687744,0.03251783905240087,0.016510391458585655,-0.016007447593815213,0.024870226780573528,0.7399477163950602,0.009452025095621744,0.5630374352137247
0.7,0.1,0.0,0.3,64,1,0.37326374650001526,0.27336883544921875,-0.09989491105079651,0.031499050556322926,0.01729161000343349,-0.014207440552889437,0.02385331193606059,0.7334175109863281,0.009762813647588095,0.5548354883988699
0.7,0.1,0.0,0.3,64,2,0.37130799889564514,0.2759089171886444,-0.09539908170700073,0.03080298020873643,0.015432437803031464,-0.015370542405704967,0.023409833510716755,0.7365761597951254,0.008774330218633017,0.559789776802063
0.7,0.1,0.0,0.3,128,0,0.5143465399742126,0.3528958261013031,-0.16145071387290955,0.03424905469996184,0.0180423498129934,-0.01620670488696844,0.03602292140324911,1.0157702366511028,0.013410399357477823,0.729863037665685
0.7,0.1,0.0,0.3,128,1,0.5147899985313416,0.3513222634792328,-0.16346773505210876,0.03443397724098991,0.017651444070558676,-0.016782533170431237,0.03616690635681152,1.014159232378006,0.013000130653381348,0.7234909236431122
0.7,0.1,0.0,0.3,128,2,0.5116265416145325,0.35044094920158386,-0.1611855924129486,0.03455709442116053,0.017389073495210725,-0.017168020925949802,0.03606838981310526,1.0076648990313213,0.012972633043924967,0.7330494622389475
0.7,0.1,0.0,0.3,512,0,0.9757332801818848,0.5603180527687073,-0.4154152274131775,0.030901715069725277,0.023440105270956194,-0.007461609798769083,0.05913462241490682,1.854500989119212,0.026295582453409832,1.0955245693524678
0.7,0.1,0.0,0.3,512,1,0.9756296277046204,0.563975989818573,-0.41165363788604736,0.03126690323595282,0.02337101964962321,-0.00789588358632961,0.059894442558288574,1.8556915720303853,0.026430646578470867,1.104484776655833
0.7,0.1,0.0,0.3,512,2,0.9757097959518433,0.563035786151886,-0.4126740097999573,0.031344167123674785,0.02363594029890075,-0.007708226824774036,0.06001212199529012,1.8546063701311748,0.026661276817321777,1.1013360222180684
0.7,0.1,0.0,0.3,1024,0,0.9596885442733765,0.47296494245529175,-0.4867236018180847,0.14180175964766273,0.02569445084866995,-0.11610730879899278,0.27417771021525067,1.6593505541483562,0.025187234083811443,0.9550724426905314
0.7,0.1,0.0,0.3,1024,1,0.9596416354179382,0.4727555215358734,-0.4868861138820648,0.14382096073680012,0.026154119148894307,-0.11766684158790582,0.2783065636952718,1.6567838589350383,0.025670379400253296,0.9558338820934296
0.7,0.1,0.0,0.3,1024,2,0.9597920775413513,0.4723125100135803,-0.487479567527771,0.14339190520066966,0.026359710824907828,-0.11703219437576183,0.2773354450861613,1.6567726532618205,0.02579219142595927,0.9526780049006144
0.7,0.1,0.0,0.6,64,0,0.4807155430316925,0.34133896231651306,-0.13937658071517944,0.06630307426535592,0.03313759555165541,-0.033165478713700514,0.06305508812268575,0.8879579504330953,0.022550066312154133,0.6579478979110718
